S4000000504	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000505	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000506	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000507	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000508	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000509	i want to get next on next sunday	ontimer ( date = [ new Date ( enum sunday ) + 1 week ] ) => @recipeapp . ack ( ) ;
S4000000510	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000511	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000512	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000513	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000514	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000515	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000516	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000517	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000518	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000519	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000520	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000521	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000522	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000523	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000524	i need to provide ingredient on TIME_0 yesterday	ontimer ( date = [ set_time ( $start_of ( day ) - 1 day , TIME_0 ) ] ) => @recipeapp . provide ( ) ;
S4000000525	on TIME_0 yesterday set recipe	ontimer ( date = [ set_time ( $start_of ( day ) - 1 day , TIME_0 ) ] ) => @recipeapp . set_recipe ( ) ;
S4000000526	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000527	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000528	on TIME_0 provide ingredient .	ontimer ( date = [ set_time ( $now , TIME_0 ) ] ) => @recipeapp . provide ( ) ;
S4000000529	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000530	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000531	i 'd like to acknowledge instruction on midnight on the end of the day .	ontimer ( date = [ set_time ( $end_of ( day ) , new Time ( 0 , 0 ) ) ] ) => @recipeapp . ack ( ) ;
S4000000532	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000533	i need to provide ingredient when it 's midnight .	ontimer ( date = [ set_time ( $now , new Time ( 0 , 0 ) ) ] ) => @recipeapp . provide ( ) ;
S4000000534	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000535	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000536	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000537	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000538	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000539	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000540	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000541	please show next step on TIME_0 on the end of the month	ontimer ( date = [ set_time ( $end_of ( mon ) , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000542	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000543	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000544	i am looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000545	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000546	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000547	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000548	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000549	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000550	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000551	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000552	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000553	i 'd like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000554	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000555	i 'd like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000556	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000557	on TIME_0 on the end of the month set recipe .	ontimer ( date = [ set_time ( $end_of ( mon ) , TIME_0 ) ] ) => @recipeapp . set_recipe ( ) ;
S4000000558	i 'd like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000559	i am looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000560	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000561	i want to show next instruction on the end of the year in the night	ontimer ( date = [ set_time ( $end_of ( year ) , $time . evening ) ] ) => @recipeapp . ack ( ) ;
S4000000562	on TIME_0 show next .	ontimer ( date = [ set_time ( $now , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000563	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000564	each day at TIME_0 acknowledge instruction	attimer ( time = [ TIME_0 ] ) => @recipeapp . ack ( ) ;
S4000000565	on TIME_0 yesterday set recipe .	ontimer ( date = [ set_time ( $start_of ( day ) - 1 day , TIME_0 ) ] ) => @recipeapp . set_recipe ( ) ;
S4000000566	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000567	please acknowledge instruction on TIME_0 on the end of the week .	ontimer ( date = [ set_time ( $end_of ( week ) , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000568	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000569	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000570	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000571	on TIME_0 on now show next step	ontimer ( date = [ set_time ( $now , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000572	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000573	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000574	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000575	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000576	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000577	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000578	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000579	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000580	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000581	i 'd like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000582	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000583	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000584	on the end of the day in the middle of the day show next step .	ontimer ( date = [ set_time ( $end_of ( day ) , new Time ( 12 , 0 ) ) ] ) => @recipeapp . ack ( ) ;
S4000000585	i would like to get next instruction on midday on the end of the year .	ontimer ( date = [ set_time ( $end_of ( year ) , new Time ( 12 , 0 ) ) ] ) => @recipeapp . ack ( ) ;
S4000000586	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000587	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000588	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000589	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000590	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000591	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000592	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000593	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000594	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000595	i 'd like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000596	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000597	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000598	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000599	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000600	on TIME_0 on the end of the week get next step .	ontimer ( date = [ set_time ( $end_of ( week ) , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000601	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000602	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000603	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000604	i 'd like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000605	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000606	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000607	on TIME_0 tomorrow get next step .	ontimer ( date = [ set_time ( $end_of ( day ) , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000608	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000609	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000610	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000611	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000612	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000613	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000614	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000615	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000616	i 'd like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000617	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000618	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000619	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000620	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000621	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000622	i 'm looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000623	please get next instruction on TIME_0	ontimer ( date = [ set_time ( $now , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000624	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000625	on TIME_0 on the end of the week get next step	ontimer ( date = [ set_time ( $end_of ( week ) , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000626	please provide ingredient when it 's midday	ontimer ( date = [ set_time ( $now , new Time ( 12 , 0 ) ) ] ) => @recipeapp . provide ( ) ;
S4000000627	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000628	on TIME_0 tomorrow get next	ontimer ( date = [ set_time ( $end_of ( day ) , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000629	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000630	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000631	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000632	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000633	i am looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000634	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000635	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000636	i 'm looking to set recipe on midday on the end of the month	ontimer ( date = [ set_time ( $end_of ( mon ) , new Time ( 12 , 0 ) ) ] ) => @recipeapp . set_recipe ( ) ;
S4000000637	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000638	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000639	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000640	i would like to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000641	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000642	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000643	i am looking to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000644	i would like to acknowledge instruction once a day at noon	attimer ( time = [ new Time ( 12 , 0 ) ] ) => @recipeapp . ack ( ) ;
S4000000645	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000646	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000647	on next friday acknowledge instruction	ontimer ( date = [ new Date ( enum friday ) + 1 week ] ) => @recipeapp . ack ( ) ;
S4000000648	please show next on thu	ontimer ( date = [ new Date ( enum thursday ) ] ) => @recipeapp . ack ( ) ;
S4000000649	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000650	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000651	i want to show next step when it 's TIME_0	ontimer ( date = [ set_time ( $now , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000652	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000653	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000654	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000655	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000656	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000657	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000658	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000659	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000660	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000661	i want to get next instruction when it is TIME_0 .	ontimer ( date = [ set_time ( $now , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000662	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000663	i want to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000664	please add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000665	on TIME_0 yesterday show next	ontimer ( date = [ set_time ( $start_of ( day ) - 1 day , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000666	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000667	i need to add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000668	on TIME_0 tomorrow show next step	ontimer ( date = [ set_time ( $end_of ( day ) , TIME_0 ) ] ) => @recipeapp . ack ( ) ;
S4000000669	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000670	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0 .	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
S4000000671	add ingredient GENERIC_ENTITY_recipeapp:ingredient_0	@recipeapp . provide ( ingredient = GENERIC_ENTITY_recipeapp:ingredient_0 ) ;
